TIPO_PERSONA,EDAD,SEXO,MONTO_PRESTAMO,PLAZO,TASA_INTERES,CASA_PH,SEGURO,TRABAJADOR,DIRECTIVO,PRIMER_PRESTAMO,HIPOTECA_registrada,Cuenta_GARANTIA,RIESGO_INDIVIDUAL
1,43,0,5000,10,27.68,1,0,0,0,1,0,0,1
1,48,0,46500,72,15,1,0,0,0,1,0,0,1
1,57,0,1982,20,12.68,1,0,0,0,1,0,0,4
1,63,0,46500,72,17,1,0,0,0,0,0,0,1
1,55,0,50000,60,26.83,1,0,0,0,1,0,0,1
1,27,0,3024,24,12.68,1,0,0,0,1,0,1,1
1,65,0,5000,24,18.37,2,0,0,0,1,0,0,1
1,59,1,7000,12,16.98,1,0,0,0,1,0,0,1
1,51,0,78500,72,15,1,0,0,0,1,0,0,1
1,71,1,5015,65,47.64,2,0,0,0,1,0,0,1
1,53,0,32000,72,15,1,0,0,0,1,0,0,3
1,43,0,25000,48,30.55,1,0,0,0,1,0,0,1
1,43,0,47500,68,15,2,0,0,0,1,0,0,1
1,27,1,2874,24,12.68,1,0,0,0,1,0,0,1
1,49,0,44000,72,17,1,0,0,0,0,0,0,1
1,49,0,5000,18,52.96,1,0,0,0,1,0,0,1
1,59,0,950,6,12.68,1,0,0,0,1,0,0,1
1,25,1,3000,15,12.68,1,0,0,0,0,1,1,1
1,64,1,1685.56,8,12.68,1,0,0,0,1,0,0,1
1,65,1,399,6,12.68,1,0,0,0,1,0,0,2
1,58,0,46500,72,15,1,0,0,0,1,0,0,1
1,58,1,690,12,12.68,1,0,0,0,1,0,0,1
1,42,0,10500,60,19.56,1,0,0,0,1,1,1,1
1,69,0,500,6,12.68,1,0,0,0,1,0,0,1
1,56,1,56000,72,15,2,0,0,0,1,0,0,1
1,63,0,25000,36,28.77,1,0,0,0,1,0,0,1
1,68,1,7000,12,16.98,2,0,0,0,1,0,0,1
1,48,1,12000,36,32.33,2,0,0,0,1,0,0,1
1,52,0,883,5,12.68,1,0,0,0,1,0,0,4
1,32,1,1420,12,12.68,1,0,0,0,1,0,1,1
1,63,0,3048,12,12.68,1,0,0,0,1,0,0,1
1,60,1,49000,60,25.44,2,0,0,0,1,0,0,1
1,60,1,50000,24,25.44,2,0,0,0,1,0,0,1
1,64,0,3005,6,12.68,1,0,0,0,1,0,0,1
1,50,0,8000,24,27.93,2,0,0,0,0,0,0,1
1,68,0,22000,12,26.01,2,0,0,0,1,0,0,1
1,57,0,3040,12,12.68,1,0,0,0,1,0,0,1
1,59,1,85000,72,15,1,0,0,0,1,0,0,1
1,76,0,1000,9,12.68,1,0,0,0,1,0,0,1
1,48,1,691,8,12.68,1,0,0,0,1,0,1,4
1,63,0,2940,18,12.68,1,0,0,0,1,0,0,1
1,63,0,3178,18,12.68,1,0,0,0,1,0,0,1
1,74,0,5000,12,16.98,1,0,0,0,1,0,0,1
1,68,1,8235,24,12.68,1,0,0,0,1,0,0,1
1,64,0,2000,12,12.68,1,0,0,0,0,0,0,1
1,66,0,3360,34,12.68,1,0,0,0,1,0,0,1
1,70,1,4000,24,41.96,1,0,0,0,1,0,0,1
1,70,1,22000,48,32.55,1,0,0,0,1,0,0,1
1,44,0,898,18,12.68,1,0,0,0,1,0,0,4
1,44,0,39000,73,19.95,1,0,0,0,1,0,0,1
1,57,0,33000,73,17,1,0,0,0,1,0,0,1
1,67,0,1500,12,12.68,1,0,0,0,1,0,0,1
1,51,1,272737.21,120,19.5,2,0,0,0,1,1,1,4
1,51,1,324610,96,19.5,1,0,0,0,1,0,0,1
1,61,1,76000,72,15,2,0,0,0,1,0,0,1
1,61,1,6000,36,35.89,2,0,0,0,1,0,0,1
1,56,1,1600,6,19.56,1,0,0,0,0,0,0,1
1,48,1,3149,12,19.56,1,0,0,0,1,0,0,1
1,55,1,500,4,12.68,1,0,0,0,1,0,0,1
1,50,0,2000,24,12.68,1,0,0,0,1,0,0,1
1,56,0,300,3,12.68,1,0,0,0,1,0,0,1
1,70,1,3927,12,12.68,1,0,0,0,1,1,1,1
1,70,1,3841,12,12.68,1,0,0,0,1,0,1,1
1,64,0,38000,53,15,1,0,0,0,1,0,0,1
1,60,0,5000,12,16.98,2,0,0,0,1,0,0,1
1,52,0,6000,18,16.98,2,0,0,0,1,0,0,1
1,72,0,65000,36,20.86,1,0,0,0,1,0,0,1
1,69,0,2000,18,16.98,2,0,0,0,1,0,0,1
1,60,0,657,6,12.68,1,0,0,0,1,0,0,1
1,76,1,4550,36,16.98,2,0,0,0,1,0,0,1
1,47,0,1500,6,12.68,1,0,0,0,1,0,0,1
1,47,0,2011.4,6,12.68,1,0,0,0,1,0,0,1
1,52,1,41000,48,16.7,1,0,0,0,1,0,0,1
1,70,0,2290,18,12.68,1,0,0,0,1,1,1,1
1,35,0,400,4,12.68,1,0,0,0,1,0,0,1
1,37,1,25000,72,19.95,1,0,0,0,1,0,0,1
1,58,0,1000,12,12.68,1,0,0,0,1,0,0,1
1,54,0,20000,30,34.78,1,0,0,0,1,0,0,1
1,54,0,1500,12,50.96,1,0,0,0,1,0,0,1
1,54,0,1000,12,50.96,1,0,0,0,1,0,0,1
1,52,0,3800,24,30.71,1,0,0,0,1,0,0,1
1,71,0,5000,36,16.98,2,0,0,0,1,0,0,1
1,65,0,5000,24,19.56,1,0,0,0,0,0,0,1
2,0,1,50000,36,22.63,1,0,0,0,1,0,0,1
1,47,1,15300,48,24.41,1,0,0,0,1,0,0,1
1,60,1,26000,72,17,1,0,0,0,1,0,0,1
1,40,0,6000,18,16.98,2,0,0,0,1,0,0,1
1,71,0,3000,3,12.68,1,0,0,0,1,0,0,1
1,60,0,1800,6,12.68,1,0,0,0,1,0,0,1
1,55,0,10100,36,36.28,1,0,0,0,1,0,0,1
1,53,0,1200,18,12.68,1,0,0,0,0,0,0,1
1,56,0,5800,24,16.98,2,0,0,0,1,0,0,1
1,56,0,3000,12,16.98,2,0,0,0,1,0,0,1
1,57,1,5000,24,18.37,1,0,0,0,1,0,0,1
1,52,1,3000,24,12.68,1,0,0,0,1,1,1,1
1,74,0,5000,12,16.98,2,0,0,0,1,0,0,1
1,50,1,45500,48,28.83,1,0,0,0,1,0,0,1
1,34,0,50000,120,14,2,0,0,0,0,1,1,1
1,60,0,1247,7,12.68,1,0,0,0,1,0,0,1
1,64,0,7490,36,16.98,2,0,0,0,1,0,0,1
1,64,0,12000,60,19.56,1,0,0,0,1,1,1,4
1,64,0,25000,15,19.56,1,0,0,0,1,0,1,1
1,68,0,2582.25,7,12.68,1,0,0,0,1,0,0,1
1,59,0,3000,10,12.68,1,0,0,0,1,1,1,1
1,42,0,1000,12,12.68,1,0,0,0,0,0,0,1
1,34,0,15100,60,19.56,1,0,0,0,1,1,1,4
1,54,1,65000,60,21.65,1,0,0,0,1,0,0,1
1,59,0,5000,24,16.98,2,0,0,0,1,0,0,1
1,40,1,20100,24,36.28,2,0,0,0,1,0,0,1
1,69,0,3416,40,12.68,1,0,0,0,1,1,1,1
1,69,0,3300,38,12.68,1,0,0,0,1,0,1,1
1,62,0,130000,72,18.37,1,0,0,0,1,1,1,1
1,62,0,32500,36,27.03,1,0,0,0,1,1,1,1
1,53,0,16000,25,28.77,2,0,0,0,1,0,0,1
1,40,0,1000,12,50.96,1,0,0,0,1,0,0,1
1,41,0,16000,24,28.77,2,0,0,0,0,0,0,3
1,64,1,1500,10,19.56,1,0,0,0,1,1,1,1
1,53,0,1900,12,12.68,1,0,0,0,1,0,0,1
1,52,0,15000,36,32.33,2,0,0,0,0,0,0,1
1,43,0,3000,12,16.98,2,0,0,0,1,0,0,1
1,43,0,2200,12,16.98,1,0,0,0,1,0,0,1
1,47,0,834,6,12.68,1,0,0,0,1,0,0,1
1,47,0,3445,30,12.68,1,0,0,0,1,0,0,1
1,47,0,6000,36,19.56,1,0,0,0,1,0,0,1
1,55,0,7765,29,16.98,2,0,0,0,1,0,0,1
1,74,1,7500,15,16.98,1,0,0,0,1,0,0,1
1,74,1,6660,15,16.98,1,0,0,0,1,0,0,1
1,74,1,6400,12,16.98,2,0,0,0,1,0,0,1
1,39,0,13500,24,24.41,1,0,0,0,1,0,0,1
1,56,0,10100,36,30.58,2,0,0,0,1,0,0,1
1,70,0,2301,22,12.68,1,0,0,0,1,0,0,1
1,72,0,3000,12,12.68,1,0,0,0,1,0,0,1
1,57,1,61000,72,13.5,2,0,0,0,1,0,0,1
1,43,0,50500,72,15,1,0,0,0,1,0,0,1
1,49,0,72000,72,15,1,0,0,0,1,0,0,1
1,38,0,39000,66,15,1,0,0,0,1,0,0,1
1,44,1,2862,12,19.56,1,0,0,0,1,0,0,1
1,48,0,2000,6,19.56,1,0,0,0,1,0,0,1
1,49,0,2720,24,12.68,1,0,0,0,1,1,1,4
1,40,0,42500,72,17,1,0,0,0,1,0,0,1
1,51,0,3280,12,16.98,1,0,0,0,1,0,0,1
1,53,1,13000,36,24.41,1,0,0,0,1,0,0,1
1,64,0,1000,6,12.68,1,0,0,0,1,0,0,1
1,57,1,4185,36,19.56,1,0,0,0,1,1,1,1
1,57,1,2500,24,32.33,2,0,0,0,1,0,0,1
1,61,0,2830,12,12.68,1,0,0,0,1,0,0,1
1,61,0,1500,12,12.68,1,0,0,0,1,0,0,1
1,45,0,78000,72,13.5,2,0,0,0,1,0,0,1
1,46,0,2561,24,12.68,1,0,0,0,1,0,0,4
1,66,1,34500,72,17,1,0,0,0,1,0,0,1
1,58,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,49,1,2900,24,12.68,1,0,0,0,1,0,0,1
1,47,0,4300,18,16.98,1,0,0,0,1,0,0,1
1,57,0,10100,24,24.08,1,0,0,0,1,0,0,1
1,67,1,24500,72,17,1,0,0,0,0,0,0,1
1,39,0,22500,18,19.56,1,0,0,0,1,0,0,1
1,47,0,2205,6,12.68,1,0,0,0,1,0,0,1
1,71,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,46,1,1628,6,12.68,1,0,0,0,1,0,0,1
1,67,0,124000,72,16.29,1,0,0,0,1,1,1,1
1,69,0,897,8,12.68,1,0,0,0,1,0,0,1
1,63,0,10000,24,39.46,2,0,0,0,1,0,0,1
1,54,0,53500,72,15,2,0,0,0,1,0,0,1
1,52,0,2616,20,12.68,1,0,0,0,1,0,0,1
1,43,1,645,6,12.68,1,0,0,0,1,0,0,1
1,71,1,2208.94,10,12.68,1,0,0,0,1,1,1,1
1,57,0,1044,12,12.68,1,0,0,0,1,0,0,1
1,40,0,18400,30,19.56,1,0,0,0,1,1,1,1
1,50,1,178000,84,15.29,2,0,0,0,1,0,0,1
1,66,0,3000,12,16.98,2,0,0,0,1,0,0,1
1,43,0,14000,36,32.33,2,0,0,0,1,0,0,2
1,47,1,2500,12,39.45,1,0,0,0,1,0,0,1
1,68,0,38500,72,17,1,0,0,0,1,0,0,1
1,75,1,48000,95,19.95,2,0,0,0,1,0,0,1
1,58,0,4076,36,12.68,1,0,0,0,1,0,1,1
1,70,0,1397,13,12.68,1,0,0,0,1,0,0,1
1,60,0,53500,72,15,2,0,0,0,1,0,0,1
1,33,0,65000,60,25.21,2,0,0,0,1,0,0,1
1,60,1,10000,12,16.98,1,0,0,0,1,0,0,1
1,72,0,1200,12,12.68,1,0,0,0,1,0,0,1
1,65,0,1500,12,50.96,2,0,0,0,0,0,0,1
1,61,1,40000,72,15,1,0,0,0,1,0,0,4
1,64,1,3000,8,12.68,1,0,0,0,1,0,0,1
1,49,0,45000,72,17,1,0,0,0,1,0,0,1
1,42,1,6621,60,19.56,1,0,0,0,1,1,1,1
1,70,0,6743,18,19.56,1,0,0,0,1,0,0,1
1,64,1,13200,60,16,1,0,0,0,1,0,0,1
1,72,1,1200,11,12.68,1,0,0,0,1,0,0,4
1,22,1,1533,6,12.68,1,0,0,0,0,0,0,1
1,70,0,3896,36,12.68,1,0,0,0,1,1,1,1
1,41,0,2000,12,39.45,2,0,0,0,1,0,0,1
1,49,0,50000,60,16.7,1,0,0,0,1,0,0,1
1,57,0,35000,18,19.56,1,0,0,0,1,1,1,1
1,72,0,31500,60,19.56,1,0,0,0,0,1,1,1
1,39,0,2817,12,12.68,1,0,0,0,1,0,0,1
1,42,1,46500,72,17,1,0,0,0,1,0,0,1
1,48,1,700,6,12.68,1,0,0,0,1,0,0,1
1,48,1,3200,30,12.68,1,0,0,0,1,0,0,1
1,52,0,22500,41,17,1,0,0,0,1,0,0,1
1,66,1,28500,73,15,1,0,0,0,1,0,0,1
1,59,1,2000,18,39.45,2,0,0,0,0,0,0,1
1,59,0,1572.72,12,12.68,1,0,0,0,1,0,0,1
1,59,0,1903,12,12.68,1,0,0,0,1,0,0,1
1,55,1,5300,12,38.96,2,0,0,0,0,0,0,1
1,70,0,700,7,12.68,1,0,0,0,1,0,0,1
1,50,0,2650,18,52.96,1,0,0,0,1,0,0,1
1,60,0,1000,12,12.68,1,0,0,0,1,0,0,1
1,53,0,985,6,12.68,1,0,0,0,1,0,0,1
1,69,0,1488,8,12.68,1,0,0,0,1,0,0,4
1,60,1,40000,30,32.55,1,0,0,0,1,0,0,1
1,51,0,15000,18,24.08,1,0,0,0,1,0,0,1
1,55,0,4325,15,19.56,1,0,0,0,1,1,1,4
1,75,0,2966,13,12.68,1,0,0,0,1,0,0,1
1,53,0,2803,13,12.68,1,0,0,0,1,0,0,1
1,37,0,180,2,12.68,1,0,0,0,1,0,0,1
1,77,1,4000,9,12.68,1,0,0,0,1,1,1,1
1,62,1,35000,48,28.77,2,0,0,0,1,0,0,1
1,50,0,506,5,12.68,1,0,0,0,1,0,0,1
1,50,0,1500,5,19.56,1,0,0,0,1,0,0,1
1,50,0,1376,12,12.68,1,0,0,0,1,0,0,1
1,45,0,10400,30,32.33,1,0,0,0,0,0,0,4
1,52,0,4628,31,16.98,1,0,0,0,1,0,0,1
1,63,0,20100,24,27.01,2,0,0,0,1,0,0,1
1,56,0,5400,24,16.98,1,0,0,0,1,0,0,1
1,63,0,10000,36,25.76,1,0,0,0,1,0,0,1
1,55,1,52000,72,15,1,0,0,0,1,0,0,1
1,55,1,49500,72,15,1,0,0,0,1,0,0,1
1,55,1,1235,12,19.56,1,0,0,0,1,0,0,1
1,52,0,45000,72,15,1,0,0,0,1,0,0,1
1,61,0,2789,6,12.68,1,0,0,0,1,0,0,1
1,71,1,2900,5,12.68,1,0,0,0,1,0,0,1
1,71,1,1500,6,12.68,1,0,0,0,1,0,0,1
1,62,1,1816,24,12.68,1,0,0,0,1,1,1,1
1,61,1,40000,48,25.21,2,0,0,0,1,0,0,1
1,56,1,34000,73,14.5,1,0,0,0,1,0,0,1
1,59,1,80000,72,15,1,0,0,0,1,0,0,1
1,59,1,70000,72,15,1,0,0,0,1,0,0,1
1,68,0,62000,48,25.1,1,0,0,0,1,0,0,1
1,68,0,5000,24,52.96,1,0,0,0,1,0,0,1
1,60,0,40000,72,15,2,0,0,0,1,0,0,1
1,43,1,200000,60,14.92,2,0,0,0,1,1,1,3
1,43,1,40500,36,27.03,2,0,0,0,1,1,1,3
1,69,1,1600,12,12.68,1,0,0,0,1,1,1,1
1,37,0,840,4,12.68,1,0,0,0,1,0,0,1
1,66,1,2996,10,12.68,1,0,0,0,1,0,0,1
1,46,0,2000,18,52.96,1,0,0,0,0,0,0,1
1,51,0,2000,12,39.45,1,0,0,0,1,0,0,1
1,48,0,6000,36,16.98,2,0,0,0,1,0,0,1
1,55,0,23000,49,17,1,0,0,0,1,0,0,1
1,49,0,2500,12,39.45,1,0,0,0,1,0,0,1
1,75,0,1595,12,12.68,1,0,0,0,1,0,0,1
1,61,0,68000,72,15,1,0,0,0,1,0,0,1
1,57,0,1040,4,12.68,1,0,0,0,1,0,0,1
1,70,1,1000,4,12.68,1,0,0,0,1,0,0,1
1,70,1,1000,4,12.68,1,0,0,0,1,0,0,1
1,68,0,400,3,12.68,1,0,0,0,1,0,0,4
1,63,0,12050,72,24.41,1,0,0,0,1,0,0,1
1,65,0,1500,17,30.71,1,0,0,0,1,0,0,1
1,46,0,524,7,12.68,1,0,0,0,1,0,0,1
1,72,1,500,6,12.68,1,0,0,0,1,0,0,1
1,72,0,1500,10,12.68,1,0,0,0,1,0,0,1
1,45,1,2000,12,12.68,1,0,0,0,1,0,0,1
1,63,0,1450,8,12.68,1,0,0,0,1,0,0,1
1,60,1,32000,42,15,1,0,0,0,1,0,0,1
1,37,0,3000,20,35.89,2,0,0,0,1,0,0,1
1,54,0,56000,38,15,1,0,0,0,1,0,0,1
1,40,0,2900,3,12.68,1,0,0,0,1,0,0,1
1,50,1,34000,54,17,2,0,0,0,1,0,0,1
1,63,0,2869,13,12.68,1,0,0,0,1,0,0,1
1,54,0,1500,8,19.56,1,0,0,0,1,0,0,1
1,60,1,73000,72,15,1,0,0,0,1,0,0,1
1,67,1,6500,24,16.98,2,0,0,0,1,0,0,1
1,49,1,40050,24,25.53,1,0,0,0,1,0,0,1
1,48,0,7655,24,19.56,1,0,0,0,1,1,1,1
1,48,0,5000,36,19.56,1,0,0,0,1,0,0,1
1,65,0,12000,32,25.76,1,0,0,0,1,0,0,1
1,51,0,2500,12,12.68,1,0,0,0,0,0,0,1
1,51,1,748,8,12.68,1,0,0,0,1,0,0,1
1,51,1,819,9,12.68,1,0,0,0,1,0,0,1
1,35,1,110000,72,13.16,1,0,0,0,0,1,1,1
1,69,1,500,5,12.68,1,0,0,0,1,0,0,1
1,64,0,1414,12,12.68,1,0,0,0,1,0,0,1
1,64,0,1485,13,12.68,1,0,0,0,1,0,0,1
1,63,1,3061,15,12.68,1,0,0,0,1,0,0,1
1,52,0,2812,10,12.68,1,0,0,0,1,0,0,1
1,59,0,14000,72,19,1,0,0,0,1,0,0,1
1,37,0,50000,60,28.83,2,0,0,0,0,0,0,1
1,39,0,1500,5,12.68,1,0,0,0,1,0,0,1
1,75,1,13800,40,24.41,1,0,0,0,1,0,0,1
1,58,0,2600,12,12.68,1,0,0,0,1,1,1,1
1,29,1,80000,60,25.21,2,0,0,0,1,1,1,1
1,36,1,395,5,12.68,1,0,0,0,1,0,0,1
1,57,0,8000,12,16.98,2,0,0,0,1,0,0,1
1,47,1,50000,72,15,1,0,0,0,1,0,0,1
1,52,0,33000,60,15,1,0,0,0,1,0,0,1
1,36,0,5700,24,16.98,2,0,0,0,1,0,0,1
1,63,0,5000,24,18.37,1,0,0,0,1,0,0,1
1,48,0,50000,72,15,2,0,0,0,1,0,0,1
1,63,0,1422,14,12.68,1,0,0,0,1,0,0,1
1,73,0,2288,11,12.68,1,0,0,0,1,0,0,1
1,73,0,2260,10,12.68,1,0,0,0,1,0,0,1
1,58,0,10000,48,24.08,1,0,0,0,1,0,0,1
1,51,0,55500,72,15,1,0,0,0,1,0,0,1
1,33,1,2500,12,12.68,1,0,0,0,1,0,0,2
1,69,1,12000,36,16.98,1,0,0,0,1,0,0,1
1,69,1,52000,36,22.63,2,0,0,0,1,0,0,1
1,54,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,65,0,3900,54,53.97,2,0,0,0,1,0,0,1
1,48,1,1000,12,50.96,1,0,0,0,1,0,0,1
1,73,1,4750,30,12.68,1,0,0,0,1,0,0,1
1,66,1,1000,10,12.68,1,0,0,0,1,0,0,1
1,48,0,130000,51,16.29,2,0,0,0,1,0,0,4
1,59,0,7000,12,16.98,2,0,0,0,1,0,0,1
1,50,0,5000,12,19.56,1,0,0,0,1,0,0,1
1,72,0,2000,6,12.68,1,0,0,0,1,0,0,1
1,19,0,365,4,12.68,1,0,0,0,1,0,0,1
1,64,1,827,18,12.68,1,0,0,0,1,0,0,1
1,39,0,72000,72,15,2,0,0,0,0,0,0,1
1,47,0,532,6,12.68,1,0,0,0,1,0,0,1
1,60,1,2742.77,18,12.68,1,0,0,0,1,0,0,1
1,60,1,3976,18,12.68,1,0,0,0,1,0,0,1
1,58,0,37800,72,14.11,1,0,0,0,1,0,0,1
1,64,0,40500,61,15,1,0,0,0,1,0,0,1
1,61,0,25000,60,19.56,1,0,0,0,1,1,1,1
1,61,0,10000,24,19.56,1,0,0,0,1,0,1,1
1,50,0,2829,24,12.68,1,0,0,0,1,0,0,1
1,55,0,1200,12,12.68,1,0,0,0,0,0,0,1
1,47,0,3735,6,19.56,1,0,0,0,1,0,0,1
1,41,0,80000,140,12,2,0,0,0,1,1,1,1
1,69,0,20000,12,19.56,1,0,0,0,1,1,1,1
1,57,0,1500,10,12.68,1,0,0,0,1,0,0,1
1,62,0,2000,12,12.68,1,0,0,0,1,0,0,1
1,53,0,32990,36,19.56,1,0,0,0,1,1,1,1
1,52,0,20000,18,19.56,1,0,0,0,0,0,0,1
1,67,0,5000,20,16.98,1,0,0,0,1,0,0,1
1,65,0,1337,10,19.56,1,0,0,0,1,0,0,1
1,65,0,1195,10,19.56,1,0,0,0,1,0,0,1
1,58,1,64344.67,72,30.5,2,0,0,0,1,0,0,4
1,50,0,44500,72,17,2,0,0,0,1,0,0,1
1,75,0,5600,12,16.98,1,0,0,0,1,0,0,1
1,75,0,600,12,16.98,2,0,0,0,1,0,0,1
1,50,0,7190,48,16.98,2,0,0,0,1,0,0,1
1,48,0,49500,72,15,1,0,0,0,1,0,0,1
1,50,1,23380,48,31.58,2,0,0,0,1,0,0,3
1,54,0,15000,18,40.96,1,0,0,0,1,0,0,1
1,72,1,40000,36,20.34,1,0,0,0,1,0,0,1
1,46,0,2566,24,12.68,1,0,0,0,1,0,1,4
1,52,0,3000,9,12.68,1,0,0,0,1,0,0,1
1,52,0,1500,5,12.68,1,0,0,0,1,0,0,1
1,47,0,10000,24,19.56,1,0,0,0,1,0,0,1
1,47,0,2850,6,12.68,1,0,0,0,1,0,0,1
1,33,0,2700,12,19.56,1,0,0,0,0,0,0,1
1,52,0,58500,72,15,1,0,0,0,1,0,0,1
1,65,1,3541,12,12.68,1,0,0,0,1,0,0,1
1,35,0,400,4,12.68,1,0,0,0,1,0,0,1
1,56,0,800,6,16.98,2,0,0,0,1,0,0,1
1,70,1,1300,12,12.68,1,0,0,0,1,1,1,1
1,45,0,1133,12,12.68,1,0,0,0,1,0,0,4
1,37,0,28000,48,31.37,2,0,0,0,1,0,0,3
1,70,1,3073,12,12.68,1,0,0,0,1,0,0,1
1,45,0,63000,72,15,1,0,0,0,1,0,0,1
1,45,0,20000,36,24.08,1,0,0,0,1,0,0,4
1,39,0,8800,12,16.98,2,0,0,0,1,0,0,1
1,57,0,3000,12,12.68,1,0,0,0,1,0,0,1
1,52,1,5000,18,46.85,1,0,0,0,1,0,0,1
1,45,0,15000,36,32.33,2,0,0,0,1,0,0,1
1,63,1,38300,72,16,1,0,0,0,1,0,0,1
1,51,1,6488,6,16.98,1,0,0,0,1,0,0,1
1,39,1,20000,48,32.33,2,0,0,0,1,0,0,3
1,50,0,37500,72,17,1,0,0,0,1,0,0,1
1,70,0,4170,24,16.98,2,0,0,0,1,0,0,1
1,47,0,12738,14,19.56,1,0,0,0,1,0,0,4
1,61,1,40000,12,34.28,1,0,0,0,1,0,0,1
1,73,0,3500,12,12.68,1,0,0,0,1,0,0,1
1,77,0,4000,24,16.98,2,0,0,0,1,0,0,1
1,57,0,1000,12,19.56,1,0,0,0,1,0,0,1
1,69,1,3307,12,12.68,1,0,0,0,1,0,0,1
1,47,0,7000,24,28.77,2,0,0,0,1,0,0,1
1,31,0,3500,12,50.96,1,0,0,0,1,0,0,1
1,33,0,40000,30,32.55,1,0,0,0,1,0,0,1
1,58,0,7500,24,32.33,2,0,0,0,1,0,0,1
1,32,1,20504.79,26,36.28,2,0,0,0,1,0,0,4
1,49,1,3686,48,12.68,1,0,0,0,1,1,1,1
1,58,0,3000,36,30.71,1,0,0,0,1,0,0,1
1,38,1,2039,8,12.68,1,0,0,0,1,0,0,1
1,43,0,13000,36,28.77,1,0,0,0,1,0,0,1
1,66,0,2700,18,12.68,1,0,0,0,1,1,1,1
1,42,0,40500,48,21.65,2,0,0,0,1,0,0,1
1,42,0,58500,72,15,1,0,0,0,1,0,0,1
1,63,1,2300,24,30.71,1,0,0,0,1,0,0,1
1,76,1,22000,36,19.56,1,0,0,0,1,0,1,1
1,38,0,5000,12,45.35,1,0,0,0,1,0,0,1
1,40,0,277,3,12.68,1,0,0,0,1,0,0,4
1,68,0,2000,12,12.68,1,0,0,0,1,0,1,1
1,56,1,5000,16,16.98,2,0,0,0,1,0,0,1
1,54,1,28000,60,15,1,0,0,0,1,0,0,1
1,73,0,800,6,12.68,1,0,0,0,1,0,0,1
1,61,1,4000,18,19.56,1,0,0,0,1,0,0,1
1,47,1,1500,10,19.56,1,0,0,0,1,0,0,1
1,66,0,34000,48,32.55,2,0,0,0,0,0,0,3
1,51,0,26500,72,17,1,0,0,0,1,0,0,1
1,44,0,44812,60,19.56,1,0,0,0,1,0,0,1
1,66,1,6000,10,19.56,1,0,0,0,1,0,0,1
1,42,0,15000,24,40.96,2,0,0,0,0,0,0,3
1,50,0,10000,24,39.46,1,0,0,0,1,0,0,1
1,62,0,2121,13,12.68,1,0,0,0,1,0,0,1
1,66,1,7650,12,16.98,2,0,0,0,1,0,0,1
1,40,1,130000,181,12,2,0,0,0,1,0,0,1
1,60,0,2600,12,12.68,1,0,0,0,1,0,0,1
1,43,1,50000,48,25.21,2,0,0,0,1,0,0,3
1,37,1,175000,36,18.37,1,0,0,0,1,1,1,1
1,37,1,550000,60,14.24,2,0,0,0,1,0,0,1
1,62,0,2885,18,12.68,1,0,0,0,1,1,1,1
1,67,0,1289,5,19.56,1,0,0,0,1,0,0,1
1,67,0,2000,6,50.96,1,0,0,0,1,0,0,1
1,53,0,2837,24,12.68,1,0,0,0,1,0,1,1
1,40,1,54000,72,15,2,0,0,0,1,0,0,1
1,51,0,1858.98,12,12.68,1,0,0,0,1,1,1,1
1,44,0,2500,10,12.68,1,0,0,0,1,0,0,1
1,54,0,5000,24,39.46,1,0,0,0,1,0,0,4
1,62,0,37000,36,17,1,0,0,0,1,0,0,1
1,64,1,3500,6,16.98,1,0,0,0,1,0,0,1
1,48,0,2700,12,12.68,1,0,0,0,1,0,1,1
1,66,0,3000,28,12.68,1,0,0,0,1,1,1,1
1,45,1,6000,12,16.98,2,0,0,0,1,0,0,1
1,54,1,3000,18,52.96,1,0,0,0,1,0,0,1
1,43,1,5000,12,19.56,1,0,0,0,1,1,1,1
1,49,0,5000,12,34.78,1,0,0,0,1,0,0,1
1,52,0,21000,36,17,2,0,0,0,1,0,0,1
1,58,0,43500,72,17,1,0,0,0,0,0,0,1
1,61,0,46500,72,17,1,0,0,0,1,0,0,1
1,61,0,151000,60,17.5,1,0,0,0,1,1,1,1
1,58,0,34500,73,15,1,0,0,0,1,0,0,1
1,65,0,10600,60,25.76,1,0,0,0,1,0,0,1
1,55,1,47500,72,17,1,0,0,0,1,0,0,1
1,59,0,11200,24,16.98,1,0,0,0,1,0,0,1
1,38,0,2900,9,30.71,1,0,0,0,1,0,0,4
1,38,0,3000,18,35.89,2,0,0,0,1,0,0,3
1,51,0,1500,3,12.68,1,0,0,0,1,0,0,1
1,67,0,4000,12,16.98,1,0,0,0,1,0,0,1
1,53,0,3500,24,35.89,1,0,0,0,1,0,0,1
1,44,1,1600,12,12.68,1,0,0,0,1,0,0,1
1,44,1,4470,13,12.68,1,0,0,0,1,0,0,1
1,49,0,2495,18,16.98,2,0,0,0,1,0,0,1
1,68,0,500,10,12.68,1,0,0,0,1,0,0,1
1,54,0,700,6,12.68,1,0,0,0,1,0,0,1
1,42,0,35000,60,31.58,2,0,0,0,1,0,0,1
1,66,0,2500,12,12.68,1,0,0,0,1,0,0,1
1,34,1,600,4,12.68,1,0,0,0,1,0,0,1
1,65,0,3000,16,50.96,1,0,0,0,1,0,0,1
1,64,0,21000,48,32.55,1,0,0,0,1,0,0,1
1,45,0,66000,72,15,1,0,0,0,1,0,0,1
